Source,Year,Month,Region,Site,Zone,Replicate,Preservation Method,Taxa,raw individual count,WM shell on (g),WM (g),DM (g),AFDM (g),DM/WM,AFDM/DM,AFDM/WM
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Arthritica,1444,,2.0235,1.0755,,0.531504818,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Arthritica,1549,,2.9812,1.5798,,0.529920837,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep1,Frozen,Arthritica,452,,0.6557,0.3721,,0.56748513,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep2,Frozen,Arthritica,571,,1.0131,0.5284,,0.521567466,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep3,Frozen,Arthritica,1057,,2.0061,1.0942,,0.545436419,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep4,Frozen,Arthritica,568,,1.3967,0.7043,,0.504260042,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep5,Frozen,Arthritica,484,,0.7174,0.3631,,0.506133259,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J1,Frozen,Arthritica,708,,1.0001,0.5498,,0.549745025,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J4,Frozen,Arthritica,735,,1.7758,0.8967,,0.504955513,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J5,Frozen,Arthritica,2251,,2.9989,1.6548,,0.551802328,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep1,Frozen,Arthritica,1473,,2.4076,1.3418,,0.557318491,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep2,Frozen,Arthritica,1853,,3.1286,1.5986,,0.51096337,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep3,Frozen,Arthritica,1095,,1.8348,1.0104,,0.550686723,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep4,Frozen,Arthritica,1257,,2.4192,1.4325,,0.592137897,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep5,Frozen,Arthritica,1540,,2.3236,1.3166,,0.566620761,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,J1,Frozen,Arthritica,1096,,1.8220,1.0731,,0.588968167,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,J5,Frozen,Arthritica,1268,,2.0047,1.0604,,0.528956951,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep1,Frozen,Arthritica,2066,,2.9643,1.4996,,0.505886719,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep2,Frozen,Arthritica,772,,1.4427,0.7836,,0.543148264,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep3,Frozen,Arthritica,1002,,1.9264,0.9535,,0.494964701,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep4,Frozen,Arthritica,808,,1.3098,0.7689,,0.587036189,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep5,Frozen,Arthritica,500,,0.9351,0.5773,,0.617367127,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J2,Frozen,Arthritica,1066,,1.4451,0.8417,,0.582451041,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J4,Frozen,Arthritica,1097,,1.3007,0.7168,,0.551087876,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep1,Frozen,Arthritica,424,,0.6657,0.3415,,0.512993841,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep2,Frozen,Arthritica,382,,0.7300,0.4249,,0.582054795,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep3,Frozen,Arthritica,342,,0.8108,0.4370,,0.538973853,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep4,Frozen,Arthritica,664,,1.4381,0.7153,,0.497392393,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep5,Frozen,Arthritica,703,,1.6282,0.8054,,0.494656676,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,J5,Frozen,Arthritica,502,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,S,rep1,Frozen,Arthritica,1213,,1.2347,0.7834,,0.63448611,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep2,Frozen,Arthritica,1051,,1.1801,0.7589,,0.643081095,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep3,Ethanol,Arthritica,1230,,1.3582,0.8863,0.2422,0.652554852,0.273270902,0.178324253
Flinders-HCHB,2020,Feb,NL,LP,S,rep4,Frozen,Arthritica,1307,,1.5644,0.9426,,0.602531322,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep5,Frozen,Arthritica,1408,,1.4066,0.9109,,0.647589933,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep1,Frozen,Arthritica,3,,0.0064,0.0033,,0.515625,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep2,Frozen,Arthritica,6,,0.0247,0.0157,,0.63562753,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep3,Frozen,Arthritica,3,,0.0101,0.0055,,0.544554455,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep4,Frozen,Arthritica,12,,0.0178,0.0118,,0.662921348,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep5,Frozen,Arthritica,2,,0.0050,0.0029,,0.58,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep1,Frozen,Arthritica,14,,0.0399,0.0219,,0.54887218,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep2,Frozen,Arthritica,28,,0.0855,0.0488,,0.570760234,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep3,Frozen,Arthritica,72,,0.1839,0.0990,,0.538336052,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep4,Frozen,Arthritica,72,,0.1654,0.1036,,0.626360339,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep5,Frozen,Arthritica,63,,0.1515,0.0917,,0.605280528,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep2,Frozen,Hydrobiidae,218,,0.5597,0.3114,,0.556369484,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep3,Frozen,Hydrobiidae,158,,0.6787,0.3948,,0.581700309,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep4,Frozen,Hydrobiidae,49,,0.2944,0.1738,,0.590353261,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep5,Frozen,Hydrobiidae,123,,0.4679,0.2754,,0.588587305,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Hydrobiidae,51,,0.2494,0.1541,,0.617882919,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep2,Frozen,Hydrobiidae,97,,0.5605,0.3522,,0.628367529,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep3,Frozen,Hydrobiidae,121,,0.4483,0.2702,,0.602721392,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Hydrobiidae,124,,0.6215,0.3810,,0.613032985,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Hydrobiidae,173,,0.6955,0.4177,,0.600575126,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Hydrobiidae,85,,0.5722,0.3674,,0.642083188,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep1,Frozen,Hydrobiidae,6,,0.0537,0.0347,,0.646182495,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep2,Frozen,Hydrobiidae,6,,0.0429,0.0268,,0.624708625,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep3,Frozen,Hydrobiidae,37,,0.3160,0.1891,,0.598417722,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep4,Frozen,Hydrobiidae,19,,0.1583,0.0950,,0.600126342,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep5,Frozen,Hydrobiidae,11,,0.0866,0.0514,,0.593533487,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J1,Frozen,Hydrobiidae,8,,0.0754,0.0470,,0.623342175,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J4,Frozen,Hydrobiidae,12,,0.1090,0.0667,,0.611926606,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J5,Frozen,Hydrobiidae,93,,0.7296,0.4515,,0.618832237,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep1,Frozen,Hydrobiidae,190,,0.1416,0.0698,,0.492937853,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep2,Frozen,Hydrobiidae,54,,0.0549,0.0297,,0.540983607,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep3,Frozen,Hydrobiidae,144,,0.0756,0.0378,,0.5,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep4,Frozen,Hydrobiidae,77,,0.0657,0.0293,,0.445966514,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep5,Frozen,Hydrobiidae,75,,0.0532,0.0288,,0.541353383,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,J1,Frozen,Hydrobiidae,316,,0.1476,0.0691,,0.468157182,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,J5,Frozen,Hydrobiidae,120,,0.0823,0.0369,,0.44835966,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep1,Frozen,Hydrobiidae,220,,0.1436,0.0768,,0.534818942,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep2,Frozen,Hydrobiidae,102,,0.0839,0.0433,,0.516090584,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep3,Frozen,Hydrobiidae,140,,0.0968,0.0503,,0.519628099,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep4,Frozen,Hydrobiidae,32,,0.0391,0.0223,,0.570332481,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep5,Frozen,Hydrobiidae,45,,0.0371,0.0198,,0.533692722,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J2,Frozen,Hydrobiidae,305,,0.1873,0.0927,,0.494927923,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J4,Frozen,Hydrobiidae,190,,0.1037,0.0528,,0.509161041,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep1,Frozen,Hydrobiidae,6,,0.0046,0.0023,,0.5,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep2,Frozen,Hydrobiidae,4,,0.0114,0.0004,,0.035087719,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep3,Frozen,Hydrobiidae,45,,0.0705,0.0320,,0.453900709,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep4,Frozen,Hydrobiidae,2,,0.0032,0.0004,,0.125,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep5,Frozen,Hydrobiidae,17,,0.0217,0.0071,,0.32718894,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,J5,Frozen,Hydrobiidae,3,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,S,rep4,Frozen,Hydrobiidae,2,,0.0041,0.0021,,0.512195122,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep2,Frozen,Salinator,43,,0.3660,0.1445,,0.394808743,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep3,Frozen,Salinator,9,,0.0079,0.0036,,0.455696203,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep4,Frozen,Salinator,17,,0.8767,0.3623,,0.413254249,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep5,Frozen,Salinator,16,,0.9316,0.3961,,0.425182482,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Salinator,2,,0.0132,0.0036,,0.272727273,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep2,Frozen,Salinator,4,,0.0073,0.0030,,0.410958904,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep3,Frozen,Salinator,1,,0.0000,0.0000,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Salinator,,,0.0007,0.0010,,1.428571429,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Salinator,1,,0.0068,0.0019,,0.279411765,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Salinator,2,,0.0161,0.0045,,0.279503106,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep2,Frozen,Salinator,4,,0.5356,0.2010,,0.37528006,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep3,Frozen,Salinator,3,,0.2582,0.1182,,0.457784663,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep4,Frozen,Salinator,4,,0.4869,0.1759,,0.361265147,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep5,Frozen,Salinator,3,,0.1766,0.0659,,0.373159683,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J4,Frozen,Salinator,2,,0.1799,0.0784,,0.435797665,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J5,Frozen,Salinator,6,,0.6032,0.2449,,0.406001326,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep1,Frozen,Salinator,5,,0.0020,0.0001,,0.05,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep5,Frozen,Salinator,2,,0.0004,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,PP,I,J1,Frozen,Salinator,6,,0.0012,0.0005,,0.416666667,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,J5,Frozen,Salinator,9,,0.0009,0.0002,,0.222222222,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep1,Frozen,Salinator,19,,0.0034,0.0020,,0.588235294,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J4,Frozen,Salinator,1,,0.0000,0.0000,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,I,rep4,Frozen,Salinator,1,,0.0053,0.0017,,0.320754717,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,J5,Frozen,Salinator,3,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,S,rep2,Frozen,Salinator,1,,0.0013,0.0006,,0.461538462,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep1,Frozen,Salinator,1,,0.0016,0.0008,,0.5,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep2,Frozen,Salinator,6,,0.0197,0.0096,,0.487309645,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep3,Frozen,Salinator,3,,0.3776,0.1564,,0.414194915,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep4,Frozen,Salinator,6,,0.0113,0.0057,,0.504424779,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep5,Frozen,Salinator,4,,0.0075,0.0034,,0.453333333,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep1,Frozen,Salinator,2,,0.0255,0.0100,,0.392156863,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep2,Frozen,Salinator,5,,0.0525,0.0234,,0.445714286,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep3,Frozen,Salinator,7,,0.0412,0.0171,,0.415048544,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep4,Frozen,Salinator,3,,0.0213,0.0081,,0.38028169,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep5,Frozen,Salinator,6,,0.0617,0.0264,,0.427876823,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Paragrapsus,2,,0.3188,0.0855,,0.268193225,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep2,Frozen,Paragrapsus,2,,0.0152,0.0044,,0.289473684,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Paragrapsus,2,,0.1033,0.0322,,0.311713456,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J5,Frozen,Paragrapsus,1,,0.0770,0.0265,,0.344155844,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Amarinus laevis,1,,0.0007,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Amarinus laevis,1,,0.0005,0.0001,,0.2,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep4,Frozen,Soletellina,1,0.0618,0.0482,0.0045,,0.093360996,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Soletellina,7,6.3148,3.9624,0.4797,,0.121062992,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep2,Frozen,Soletellina,1,1.0791,0.7017,0.1273,,0.18141656,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Soletellina,4,6.0180,3.0916,0.3562,,0.115215422,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Soletellina,6,0.8361,0.5483,0.1202,,0.219223053,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep3,Frozen,Soletellina,1,0.0713,0.0453,0.0057,,0.125827815,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J1,Frozen,Soletellina,1,0.0414,0.0216,0.0022,,0.101851852,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J4,Frozen,Soletellina,1,0.1288,0.0715,0.0052,,0.072727273,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep2,Frozen,Soletellina,1,0.0155,0.0088,0.0006,,0.068181818,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep4,Frozen,Soletellina,1,0.0267,0.0161,0.0011,,0.068322981,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep5,Frozen,Soletellina,1,0.0449,0.0172,0.0058,,0.337209302,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,J1,Frozen,Soletellina,1,0.0243,0.0157,0.0030,,0.191082803,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep3,Ethanol,Soletellina,1,1.4120,0.5944,0.1107,0.0575,0.186238223,0.519421861,0.096736205
Flinders-HCHB,2020,Feb,NL,LP,S,rep5,Frozen,Soletellina,1,0.7429,0.2349,0.0417,,0.17752235,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Spisula,1,1.7199,0.4231,0.0626,,0.147955566,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Spisula,2,2.8345,0.6251,0.0613,,0.09806431,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Spisula,2,0.5022,0.1697,0.0289,,0.17030053,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,J5,Frozen,Spisula,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,S,rep2,Frozen,Spisula,2,3.7114,0.6106,0.1101,,0.180314445,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep3,Ethanol,Spisula,1,1.2917,0.1843,0.0313,0.0142,0.169831796,0.453674121,0.077048291
Flinders-HCHB,2020,Feb,NL,LP,S,rep4,Frozen,Spisula,2,3.2829,0.7517,0.1869,,0.248636424,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep4,Frozen,Spisula,6,3.6603,0.6516,0.1699,,0.260742787,0,0
Flinders-HCHB,2020,Feb,NL,NM,S,rep5,Frozen,Spisula,1,0.0771,0.0114,0.0022,,0.192982456,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep2,Frozen,Phyllodoce,7,,0.1301,0.0045,,0.034588778,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep3,Frozen,Phyllodoce,7,,0.1456,0.0099,,0.067994505,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep4,Frozen,Phyllodoce,6,,0.1581,0.0108,,0.068311195,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep5,Frozen,Phyllodoce,7,,0.3147,0.0197,,0.062599301,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Phyllodoce,2,,0.0097,0.0002,,0.020618557,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep2,Frozen,Phyllodoce,9,,0.0602,0.0032,,0.053156146,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep3,Frozen,Phyllodoce,8,,0.1571,0.0130,,0.082749841,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Phyllodoce,9,,0.2287,0.0099,,0.04328815,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Phyllodoce,7,,0.2400,0.0129,,0.05375,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Phyllodoce,10,,0.1843,0.0156,,0.084644601,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep2,Frozen,Phyllodoce,1,,0.0020,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,PP,I,J1,Frozen,Phyllodoce,1,,0.1890,0.0112,,0.059259259,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep4,Frozen,Nephtys,3,,0.0957,0.0073,,0.076280042,0,0
Flinders-HCHB,2020,Feb,MM,B19,P,rep5,Frozen,Nephtys,1,,0.0142,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Nephtys,10,,0.1328,0.0076,,0.057228916,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep2,Frozen,Nephtys,8,,0.6461,0.0396,,0.061290822,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep3,Frozen,Nephtys,8,,0.2462,0.0145,,0.058895207,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Nephtys,7,,0.3121,0.0278,,0.089074015,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Nephtys,7,,0.1525,0.0110,,0.072131148,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Nephtys,27,,0.8565,0.0769,,0.089784005,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep3,Frozen,Boccardiella,1,,0.0009,0.0004,,0.444444444,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Boccardiella,6,,0.0088,0.0003,,0.034090909,0,0
Flinders-HCHB,2020,Feb,MM,B19,I,rep5,Frozen,Boccardiella,4,,0.0014,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,B19,I,J1,Frozen,Boccardiella,2,,0.0001,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,B19,I,J5,Frozen,Boccardiella,10,,0.0003,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep2,Frozen,Boccardiella,5,,0.0002,0.0002,,1,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep3,Frozen,Boccardiella,3,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,MM,PP,I,rep5,Frozen,Boccardiella,3,,0.0024,0.0010,,0.416666667,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,rep1,Frozen,Boccardiella,92,,0.0287,0.0037,,0.128919861,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J2,Frozen,Boccardiella,51,,0.0105,0.0011,,0.104761905,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J4,Frozen,Boccardiella,68,,0.0089,0.0008,,0.08988764,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep2,Frozen,Boccardiella,1,,0.0119,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep4,Frozen,Boccardiella,10,,0.0129,0.0008,,0.062015504,0,0
Flinders-HCHB,2020,Feb,NL,LP,I,rep5,Frozen,Boccardiella,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,S,rep3,Ethanol,Boccardiella,1,,,,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Feb,NL,LP,I,rep4,Frozen,Ficopomatus,7,,0.1295,0.0085,,0.065637066,0,0
Flinders-HCHB,2020,Feb,SL,HG,I,rep2,Frozen,Ceratopogonidae,2,,0.0016,0.0007,,0.4375,0,0
Flinders-HCHB,2020,Feb,SL,JP,S,rep4,Frozen,Ceratopogonidae,1,,0.0002,0.0001,,0.5,0,0
Flinders-HCHB,2020,Feb,SL,SC,S,rep5,Frozen,Ceratopogonidae,2,,0.0006,0.0002,,0.333333333,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep2,Frozen,Dolichopodidae,1,,0.0003,0.0001,,0.333333333,0,0
Flinders-HCHB,2020,Feb,NL,NM,I,rep5,Frozen,Dolichopodidae,3,,0.0025,0.0002,,0.08,0,0
Flinders-HCHB,2020,Feb,SL,HG,S,rep2,Frozen,Empididae,1,,0.0011,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,SL,HG,I,rep1,Frozen,Diptera,1,,0.0004,0.0002,,0.5,0,0
Flinders-HCHB,2020,Feb,SL,HG,I,rep3,Frozen,Diptera,1,,0.0114,0.0023,,0.201754386,0,0
Flinders-HCHB,2020,Feb,SL,HG,I,rep4,Frozen,Diptera,5,,0.0133,0.0025,,0.187969925,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep1,Frozen,Mysidacea,1,,0.0012,0.0000,,0,#DIV/0!,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep3,Frozen,Mysidacea,1,,0.0027,0.0001,,0.037037037,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep4,Frozen,Mysidacea,1,,0.0026,0.0008,,0.307692308,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,rep5,Frozen,Mysidacea,2,,0.0039,0.0005,,0.128205128,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Mysidacea,2,,0.0068,0.0006,,0.088235294,0,0
Flinders-HCHB,2020,Feb,MM,PP,I,rep3,Frozen,Mysidacea,1,,0.0073,0.0018,,0.246575342,0,0
Flinders-HCHB,2020,Feb,MM,PP,S,J2,Frozen,Mysidacea,1,,0.0028,0.0001,,0.035714286,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep2,Frozen,Mysidacea,1,,0.0024,0.0002,,0.083333333,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep4,Frozen,Mysidacea,1,,0.0212,0.0026,,0.122641509,0,0
Flinders-HCHB,2020,Feb,NL,LP,S,rep5,Frozen,Mysidacea,2,,0.0153,0.0029,,0.189542484,0,0
Flinders-HCHB,2020,Feb,SL,HG,S,rep2,Frozen,Haloniscus searlei,1,,0.0085,0.0022,,0.258823529,0,0
Flinders-HCHB,2020,Feb,MM,B19,S,J1,Frozen,Ostracoda,2,,0.0000,0.0000,,#DIV/0!,#DIV/0!,#DIV/0!
Flinders-HCHB,2020,Mar,MM,B19,P,rep1,Frozen,Simplisetia,72,,0.0275,0.0019,,0.069090909,0,0
Flinders-HCHB,2020,Mar,MM,B19,P,rep2,Frozen,Simplisetia,67,,0.0394,0.0025,,0.063451777,0,0
Flinders-HCHB,2020,Mar,MM,B19,P,rep3,Frozen,Simplisetia,39,,0.0138,0.0004,,0.028985507,0,0
Flinders-HCHB,2020,Mar,MM,B19,P,rep4,Frozen,Simplisetia,30,,0.0788,0.0057,,0.072335025,0,0
Flinders-HCHB,2020,Mar,MM,B19,P,rep5,Frozen,Simplisetia,122,,0.0768,0.0045,,0.05859375,0,0
Flinders-HCHB,2020,Mar,MM,B19,S,rep4,Frozen,Simplisetia,2,,0.0076,0.0002,,0.026315789,0,0
